2.907000000000000000e+03,7.298000000000000000e+03,1.666000000000000000e+03,3.032000000000000000e+03,4.466000000000000000e+03
8.800000000000000000e+02,3.083000000000000000e+03,3.426000000000000000e+03,2.627000000000000000e+03,6.170000000000000000e+03
1.420000000000000000e+02,6.346000000000000000e+03,2.320000000000000000e+02,3.379000000000000000e+03,3.484000000000000000e+03
7.428000000000000000e+03,8.670000000000000000e+02,3.513000000000000000e+03,4.501000000000000000e+03,2.680000000000000000e+03
2.907000000000000000e+03,7.298000000000000000e+03,1.666000000000000000e+03,3.032000000000000000e+03,4.466000000000000000e+03
1.670000000000000000e+02,5.142000000000000000e+03,6.310000000000000000e+03,1.757000000000000000e+03,1.759000000000000000e+03
1.587000000000000000e+03,2.700000000000000000e+03,1.161000000000000000e+03,1.473000000000000000e+03,3.875000000000000000e+03
4.393000000000000000e+03,7.298000000000000000e+03,1.200000000000000000e+03,1.266000000000000000e+03,2.115000000000000000e+03
5.275000000000000000e+03,1.255000000000000000e+03,5.906000000000000000e+03,5.426000000000000000e+03,1.072000000000000000e+03
1.869000000000000000e+03,6.109000000000000000e+03,1.640000000000000000e+02,7.351000000000000000e+03,5.142000000000000000e+03
1.500000000000000000e+02,4.323000000000000000e+03,4.301000000000000000e+03,5.692000000000000000e+03,1.072000000000000000e+03
3.761000000000000000e+03,3.734000000000000000e+03,6.260000000000000000e+03,6.259000000000000000e+03,2.575000000000000000e+03
1.684000000000000000e+03,3.140000000000000000e+02,2.252000000000000000e+03,6.129000000000000000e+03,3.426000000000000000e+03
4.501000000000000000e+03,4.485000000000000000e+03,7.428000000000000000e+03,2.618000000000000000e+03,3.231000000000000000e+03
4.508000000000000000e+03,2.497000000000000000e+03,3.660000000000000000e+03,3.155000000000000000e+03,1.964000000000000000e+03
3.621000000000000000e+03,2.023000000000000000e+03,7.319000000000000000e+03,7.331000000000000000e+03,9.830000000000000000e+02
7.364000000000000000e+03,2.704000000000000000e+03,2.932000000000000000e+03,5.629000000000000000e+03,2.928000000000000000e+03
4.393000000000000000e+03,7.298000000000000000e+03,1.200000000000000000e+03,1.266000000000000000e+03,2.115000000000000000e+03
3.023000000000000000e+03,7.800000000000000000e+01,1.766000000000000000e+03,7.374000000000000000e+03,9.630000000000000000e+02
1.357000000000000000e+03,7.394000000000000000e+03,3.200000000000000000e+02,2.261000000000000000e+03,5.397000000000000000e+03
3.897000000000000000e+03,5.960000000000000000e+02,2.306000000000000000e+03,3.086000000000000000e+03,6.163000000000000000e+03
2.044000000000000000e+03,4.032000000000000000e+03,3.226000000000000000e+03,1.980000000000000000e+02,5.490000000000000000e+03
3.667000000000000000e+03,3.668000000000000000e+03,3.975000000000000000e+03,1.721000000000000000e+03,1.473000000000000000e+03
6.620000000000000000e+02,7.099000000000000000e+03,7.432000000000000000e+03,2.039000000000000000e+03,6.266000000000000000e+03
1.051000000000000000e+03,1.048000000000000000e+03,9.910000000000000000e+02,3.234000000000000000e+03,2.985000000000000000e+03
7.373000000000000000e+03,3.631000000000000000e+03,5.839000000000000000e+03,2.115000000000000000e+03,7.010000000000000000e+02
9.790000000000000000e+02,3.167000000000000000e+03,3.900000000000000000e+02,1.639000000000000000e+03,3.164000000000000000e+03
1.721000000000000000e+03,1.279000000000000000e+03,3.668000000000000000e+03,3.667000000000000000e+03,3.975000000000000000e+03
7.319000000000000000e+03,2.023000000000000000e+03,3.621000000000000000e+03,9.830000000000000000e+02,5.440000000000000000e+03
5.643000000000000000e+03,2.794000000000000000e+03,3.552000000000000000e+03,3.509000000000000000e+03,5.349000000000000000e+03
2.961000000000000000e+03,5.930000000000000000e+03,2.306000000000000000e+03,4.896000000000000000e+03,6.105000000000000000e+03
5.717000000000000000e+03,1.303000000000000000e+03,1.078000000000000000e+03,3.098000000000000000e+03,2.667000000000000000e+03
2.750000000000000000e+03,5.017000000000000000e+03,8.670000000000000000e+02,3.513000000000000000e+03,3.034000000000000000e+03
3.603000000000000000e+03,4.287000000000000000e+03,3.257000000000000000e+03,6.260000000000000000e+03,2.575000000000000000e+03
1.266000000000000000e+03,2.303000000000000000e+03,2.437000000000000000e+03,4.466000000000000000e+03,7.298000000000000000e+03
2.947000000000000000e+03,4.127000000000000000e+03,3.900000000000000000e+02,3.098000000000000000e+03,2.483000000000000000e+03
5.158000000000000000e+03,6.266000000000000000e+03,3.126000000000000000e+03,4.032000000000000000e+03,1.544000000000000000e+03
3.348000000000000000e+03,5.279000000000000000e+03,1.691000000000000000e+03,2.323000000000000000e+03,4.651000000000000000e+03
6.273000000000000000e+03,1.605000000000000000e+03,1.544000000000000000e+03,1.052000000000000000e+03,6.265000000000000000e+03
3.289000000000000000e+03,4.464000000000000000e+03,7.419000000000000000e+03,2.444000000000000000e+03,1.612000000000000000e+03
8.170000000000000000e+02,1.645000000000000000e+03,3.164000000000000000e+03,2.483000000000000000e+03,3.900000000000000000e+02
8.560000000000000000e+02,7.105000000000000000e+03,5.111000000000000000e+03,5.941000000000000000e+03,1.540000000000000000e+02
6.620000000000000000e+02,7.099000000000000000e+03,7.432000000000000000e+03,2.039000000000000000e+03,6.266000000000000000e+03
2.750000000000000000e+03,5.017000000000000000e+03,8.670000000000000000e+02,3.513000000000000000e+03,3.034000000000000000e+03
9.530000000000000000e+02,2.385000000000000000e+03,5.871000000000000000e+03,5.100000000000000000e+03,5.433000000000000000e+03
6.273000000000000000e+03,1.605000000000000000e+03,1.544000000000000000e+03,1.052000000000000000e+03,6.265000000000000000e+03
5.750000000000000000e+03,4.997000000000000000e+03,3.821000000000000000e+03,1.612000000000000000e+03,7.420000000000000000e+03
4.501000000000000000e+03,4.485000000000000000e+03,7.428000000000000000e+03,2.618000000000000000e+03,3.231000000000000000e+03
5.100000000000000000e+03,5.433000000000000000e+03,9.530000000000000000e+02,1.964000000000000000e+03,3.904000000000000000e+03
6.305000000000000000e+03,2.925000000000000000e+03,8.960000000000000000e+02,1.297000000000000000e+03,5.335000000000000000e+03
3.770000000000000000e+02,5.426000000000000000e+03,3.939000000000000000e+03,2.486000000000000000e+03,5.275000000000000000e+03
1.197000000000000000e+03,2.575000000000000000e+03,6.262000000000000000e+03,3.621000000000000000e+03,6.259000000000000000e+03
3.426000000000000000e+03,8.800000000000000000e+02,3.140000000000000000e+02,1.684000000000000000e+03,6.170000000000000000e+03
3.348000000000000000e+03,5.279000000000000000e+03,1.691000000000000000e+03,2.323000000000000000e+03,4.651000000000000000e+03
6.305000000000000000e+03,2.925000000000000000e+03,8.960000000000000000e+02,1.297000000000000000e+03,5.335000000000000000e+03
2.437000000000000000e+03,4.466000000000000000e+03,2.303000000000000000e+03,1.266000000000000000e+03,6.105000000000000000e+03
1.224000000000000000e+03,1.443000000000000000e+03,1.214000000000000000e+03,7.570000000000000000e+02,2.812000000000000000e+03
5.856000000000000000e+03,7.300000000000000000e+01,4.354000000000000000e+03,1.735000000000000000e+03,4.706000000000000000e+03
2.680000000000000000e+03,3.836000000000000000e+03,2.597000000000000000e+03,6.347000000000000000e+03,7.428000000000000000e+03
4.931000000000000000e+03,4.928000000000000000e+03,6.275000000000000000e+03,4.160000000000000000e+03,4.349000000000000000e+03
4.466000000000000000e+03,2.437000000000000000e+03,4.896000000000000000e+03,2.303000000000000000e+03,6.105000000000000000e+03
3.591000000000000000e+03,2.497000000000000000e+03,3.623000000000000000e+03,1.327000000000000000e+03,4.508000000000000000e+03
5.149000000000000000e+03,2.600000000000000000e+03,4.287000000000000000e+03,3.603000000000000000e+03,5.705000000000000000e+03
7.570000000000000000e+02,1.443000000000000000e+03,2.953000000000000000e+03,1.224000000000000000e+03,1.214000000000000000e+03
5.480000000000000000e+03,7.330000000000000000e+03,6.337000000000000000e+03,3.031000000000000000e+03,3.098000000000000000e+03
4.371000000000000000e+03,7.106000000000000000e+03,3.028000000000000000e+03,4.063000000000000000e+03,6.197000000000000000e+03
2.171000000000000000e+03,3.527000000000000000e+03,4.763000000000000000e+03,9.100000000000000000e+01,4.978000000000000000e+03
1.310000000000000000e+02,3.811000000000000000e+03,6.314000000000000000e+03,8.530000000000000000e+02,3.234000000000000000e+03
5.960000000000000000e+02,2.578000000000000000e+03,3.897000000000000000e+03,3.086000000000000000e+03,4.625000000000000000e+03
4.094000000000000000e+03,6.258000000000000000e+03,4.704000000000000000e+03,3.927000000000000000e+03,7.403000000000000000e+03
3.875000000000000000e+03,1.473000000000000000e+03,1.587000000000000000e+03,4.104000000000000000e+03,2.773000000000000000e+03
2.907000000000000000e+03,7.298000000000000000e+03,1.666000000000000000e+03,3.032000000000000000e+03,4.466000000000000000e+03
4.323000000000000000e+03,1.500000000000000000e+02,4.301000000000000000e+03,2.486000000000000000e+03,1.072000000000000000e+03
6.197000000000000000e+03,2.323000000000000000e+03,3.028000000000000000e+03,5.279000000000000000e+03,5.347000000000000000e+03
3.362000000000000000e+03,3.925000000000000000e+03,4.349000000000000000e+03,1.255000000000000000e+03,4.160000000000000000e+03
3.552000000000000000e+03,2.794000000000000000e+03,3.509000000000000000e+03,5.825000000000000000e+03,5.745000000000000000e+03
7.106000000000000000e+03,4.371000000000000000e+03,3.028000000000000000e+03,4.063000000000000000e+03,3.031000000000000000e+03
9.630000000000000000e+02,4.063000000000000000e+03,7.800000000000000000e+01,5.822000000000000000e+03,4.400000000000000000e+01
